web-scraper-order,web-scraper-start-url,containers_url,containers_url-href,superficie,prix,adresse,image_url,image_url-href
"1750591275-3088","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 150 m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-zac-mbao-3532899","150 m2","15 000 000 CFA","Terrain 150 m² - Zac Mbao","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-4628432"
"1750591277-3089","https://sn.coinafrique.com/categorie/terrains?page=83","Terrains 225 m2 - Tassette","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-tassette-3533106","","2 200 000 CFA","Terrains 225 m2 - Tassette","",""
"1750591280-3090","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain - Khodaba","https://sn.coinafrique.com/annonce/terrains/terrain-khodaba-3533647","160 m2","1 000 CFA","Terrain - Khodaba","favorite_border 
      
    
            
              
              
            
            
              
               4 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-khodaba-5164278"
"1750591282-3091","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 150 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-rufisque-3533704","150","8 000 000 CFA","Terrain 150 m2 - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-5338428"
"1750591285-3092","https://sn.coinafrique.com/categorie/terrains?page=83","Terrains 225 m2 - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3533795","225","350 000 CFA","Terrains 225 m2 - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               7 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-colobane-5009588"
"1750591287-3093","https://sn.coinafrique.com/categorie/terrains?page=83","Vente terrain 150m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-dakar-3533923","150 m2","Prix sur demande","Vente terrain 150m2 - Dakar","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-cite-apix-3592896"
"1750591289-3094","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 5 ha - Mbour Saly","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-mbour-saly-3533943","50000 m2","Prix sur demande","Terrain 5 ha - Mbour Saly","favorite_border 
      
    
            
              
              
            
            
              
               7 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-2-ha-mbour-5014581"
"1750591292-3095","https://sn.coinafrique.com/categorie/terrains?page=83","Terrains 600m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-600m-almadies-3495288","600","800 000 CFA","Terrains 600m²  - Almadies","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-600-m-almadies-2919561"
"1750591295-3096","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 50 ha -  Ndiaganiao","https://sn.coinafrique.com/annonce/terrains/terrain-50-ha-ndiaganiao-3534209","50000 m2","140 000 000 CFA","Terrain 50 ha -  Ndiaganiao","",""
"1750591297-3097","https://sn.coinafrique.com/categorie/terrains?page=83","Vente Terrain 150m2 - Bambilor","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-bambilor-3534667","150 m2","Prix sur demande","Vente Terrain 150m2 - Bambilor","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-bambilor-3706425"
"1750591300-3098","https://sn.coinafrique.com/categorie/terrains?page=83","Vente Terrain 15000m2 - Thiès","https://sn.coinafrique.com/annonce/terrains/vente-terrain-15000m2-thies-3535277","15000","30 000 000 CFA","Vente Terrain 15000m2 - Thiès","",""
"1750591303-3099","https://sn.coinafrique.com/categorie/terrains?page=83","Vente Terrain 150m2 - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-zac-mbao-3535411","150 m2","20 000 000 CFA","Vente Terrain 150m2 - Zac Mbao","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-zac-mbao-3535411"
"1750591306-3100","https://sn.coinafrique.com/categorie/terrains?page=83","Vente Terrains 150 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-lac-rose-3535422","150","3 500 000 CFA","Vente Terrains 150 m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               8 
               mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-lac-rose-4965608"
"1750591308-3101","https://sn.coinafrique.com/categorie/terrains?page=83","Vente Terrain 160m2 - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/vente-terrain-160m2-zac-mbao-3535435","160 m2","20 000 000 CFA","Vente Terrain 160m2 - Zac Mbao","",""
"1750591311-3102","https://sn.coinafrique.com/categorie/terrains?page=83","Vente Terrain 250m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-terrain-250m2-rufisque-3535437","250","18 000 000 CFA","Vente Terrain 250m2 - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-250-m-rufisque-2921007"
"1750591314-3103","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain - Zac mbao","https://sn.coinafrique.com/annonce/terrains/terrain-zac-mbao-3535570","150 m2","28 000 000 CFA","Terrain - Zac mbao","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-zac-mbao-4105789"
"1750591316-3104","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 120 m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-120-m-diamniadio-3535966","120","Prix sur demande","Terrain 120 m² - Diamniadio","",""
"1750591319-3105","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 545 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-545-m-almadies-3536093","545","Prix sur demande","Terrain 545 m² - Almadies","",""
"1750591321-3106","https://sn.coinafrique.com/categorie/terrains?page=83","Terrains 150 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3536363","150","10 000 000 CFA","Terrains 150 m2 - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-5338428"
"1750591324-3107","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain - Nord foire","https://sn.coinafrique.com/annonce/terrains/terrain-nord-foire-3536495","400 m2","200 000 000 CFA","Terrain - Nord foire","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-265-m2-nord-foire-4338178"
"1750591326-3108","https://sn.coinafrique.com/categorie/terrains?page=83","Terrain 180 m² - Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-180-m-mboro-3536645","180","1 000 000 CFA","Terrain 180 m² - Mboro","",""
"1750591336-3109","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain 216m² - Lac rose","https://sn.coinafrique.com/annonce/terrains/vente-terrain-216m-lac-rose-3536736","216","Prix sur demande","Vente terrain 216m² - Lac rose","",""
"1750591339-3110","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 338 m2 - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrain-338-m2-ouakam-3537273","338","180 000 000 CFA","Terrain 338 m2 - Ouakam","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-338-m2-ouakam-3537273"
"1750591342-3111","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain - Somone","https://sn.coinafrique.com/annonce/terrains/terrain-somone-3537468","300 m2","Prix sur demande","Terrain - Somone","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-ngaparou-4669731"
"1750591345-3112","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain - Mfou","https://sn.coinafrique.com/annonce/terrains/terrain-mfou-3537716","3000 m2","5 000 CFA","Terrain - Mfou","",""
"1750591348-3113","https://sn.coinafrique.com/categorie/terrains?page=82","Vente villa à démolir 120 m2 - Mariste","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-120-m2-mariste-3538232","120","55 000 000 CFA","Vente villa à démolir 120 m2 - Mariste","",""
"1750591350-3114","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 225 m2 - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-ndiass-3538847","225","2 000 000 CFA","Terrains 225 m2 - Ndiass","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/parcelle-225-m-boukhou-3713566"
"1750591352-3115","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains  - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-3538857","150","3 000 000 CFA","Terrains  - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               6 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-825m-lac-rose-5376502"
"1750591355-3116","https://sn.coinafrique.com/categorie/terrains?page=82","Vente villa inachevée R+2 - Guediawaye Cité Des Enseignants","https://sn.coinafrique.com/annonce/terrains/vente-villa-inachevee-r2-guediawaye-cite-des-enseignants-3539445","150","65 000 000 CFA","Vente villa inachevée R+2 - Guediawaye Cité Des Enseignants","",""
"1750591357-3117","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 201 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-201-m2-dakar-3539893","201","18 000 000 CFA","Terrain 201 m2 - Dakar","",""
"1750591360-3118","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains - Nguékokh","https://sn.coinafrique.com/annonce/terrains/terrains-nguekokh-3540019","225 m2","3 000 000 CFA","Terrains - Nguékokh","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-nguekokh-2950794"
"1750591363-3119","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain 190 m2  - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-190-m2-thies-3540021","190","4 500 000 CFA","Vente terrain 190 m2  - Thies","",""
"1750591365-3120","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 150 m2 - Kounoune Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-kounoune-dakar-3540119","150","Prix sur demande","Terrains 150 m2 - Kounoune Dakar","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-kounoune-3805087"
"1750591368-3121","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 1200m²  - Ngaparou","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1200m-ngaparou-3506716","1200","45 000 000 CFA","Vente terrains 1200m²  - Ngaparou","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-1200m-ngaparou-4486757"
"1750591370-3122","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 2070m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-2070m-almadies-3506720","2070","Prix sur demande","Vente terrains 2070m²  - Almadies","",""
"1750591373-3123","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains  - Mbour Ngaparou","https://sn.coinafrique.com/annonce/terrains/vente-terrains-mbour-ngaparou-3506747","","Prix sur demande","Vente terrains  - Mbour Ngaparou","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-mbour-ngaparou-3506747"
"1750591375-3124","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 1300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1300m-mbour-3506789","","Prix sur demande","Vente terrains 1300m² - Mbour","",""
"1750591378-3125","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 1800m²  - Mbour sinthiane","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1800m-mbour-sinthiane-3506790","1800","37 000 000 CFA","Vente terrains 1800m²  - Mbour sinthiane","",""
"1750591380-3126","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 400 m2 - Diass","https://sn.coinafrique.com/annonce/terrains/vente-terrains-400-m2-diass-3506888","","Prix sur demande","Vente terrains 400 m2 - Diass","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-diamniadio-2740471"
"1750591383-3127","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3540425","","3 000 000 CFA","Vente terrain","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-800-m-mbour-5296714"
"1750591385-3128","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 2031m2  - Ngor","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2031m2-ngor-3540510","2031","Prix sur demande","Vente Terrain 2031m2  - Ngor","",""
"1750591387-3129","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 582 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-582-m2-dakar-3540588","582","650 000 000 CFA","Terrains 582 m2 - Dakar","",""
"1750591390-3130","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrains 10000 m² - Thiès Mboro","https://sn.coinafrique.com/annonce/terrains/vente-terrains-10000-m-thies-mboro-3501014","10000","20 000 000 CFA","Vente Terrains 10000 m² - Thiès Mboro","",""
"1750591392-3131","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 10000 m² - Thiès","https://sn.coinafrique.com/annonce/terrains/vente-terrain-10000-m-thies-3501015","10000","40 000 000 CFA","Vente Terrain 10000 m² - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-100-ha-thies-2289433"
"1750591395-3132","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 500 m2  - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-500-m2-mbour-3540985","500","Prix sur demande","Vente terrains 500 m2  - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m2-sindia-3543095"
"1750591398-3133","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 358 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-358-m2-yoff-3541346","358","180 000 000 CFA","Terrains 358 m2 - Yoff","",""
"1750591400-3134","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 300 m2  - Ngaparou","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-ngaparou-3541643","300","15 000 000 CFA","Vente terrains 300 m2  - Ngaparou","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-saly-2209274"
"1750591403-3135","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 76 ha - Route Des Niayes","https://sn.coinafrique.com/annonce/terrains/terrain-76-ha-route-des-niayes-3541807","76911 m2","6 000 CFA","Terrain 76 ha - Route Des Niayes","",""
"1750591405-3136","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 150 m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-3541812","150","3 000 000 CFA","Terrain 150 m² - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               6 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sangalkam-5376137"
"1750591408-3137","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-3541876","120 m2","Prix sur demande","Terrain - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-3541876"
"1750591411-3138","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 1 ha - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-1-ha-diamniadio-3541966","1000 m2","30 000 CFA","Terrain 1 ha - Diamniadio","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-diamniadio-4247826"
"1750591414-3139","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 180 m2  - Ndiass","https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-m2-ndiass-3542243","180","Prix sur demande","Vente terrains 180 m2  - Ndiass","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-m2-ndiass-881533"
"1750591417-3140","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 800 m2 - Saly","https://sn.coinafrique.com/annonce/terrains/terrains-800-m2-saly-3542429","800","18 400 000 CFA","Terrains 800 m2 - Saly","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-3400-m2-nguerigne-2539135"
"1750591421-3141","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 150 m2 - Soune Serere AIBD","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-soune-serere-aibd-3542483","","3 500 000 CFA","Terrains 150 m2 - Soune Serere AIBD","",""
"1750591424-3142","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain 150 m2 - Rufisque Cité Tacko","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m2-rufisque-cite-tacko-3542723","150 m2","15 000 000 CFA","Vente terrain 150 m2 - Rufisque Cité Tacko","",""
"1750591427-3143","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 225 m2  - Sindia","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m2-sindia-3543095","225","2 000 000 CFA","Vente terrains 225 m2  - Sindia","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m2-sindia-3543095"
"1750591429-3144","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrains 170 m² - Yoff Onomo","https://sn.coinafrique.com/annonce/terrains/vente-terrains-170-m-yoff-onomo-3543424","170","75 000 000 CFA","Vente Terrains 170 m² - Yoff Onomo","",""
"1750591432-3145","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 150m2 - Tivaoune peulh Apix","https://sn.coinafrique.com/annonce/terrains/terrains-150m2-tivaoune-peulh-apix-3543910","150","28 000 000 CFA","Terrains 150m2 - Tivaoune peulh Apix","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-4746662"
"1750591435-3146","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-mbour-3544435","307 m2","2 500 000 CFA","Vente Terrain - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-800-m-mbour-5296714"
"1750591438-3147","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain - Mont Rolland","https://sn.coinafrique.com/annonce/terrains/vente-terrain-mont-rolland-3544454","300 m2","1 500 000 CFA","Vente Terrain - Mont Rolland","favorite_border 
      
    
            
              
              
            
            
              
               10 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-100ha-thies-4885953"
"1750591441-3148","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 150m2 - Sindia","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-sindia-3544531","150","2 500 000 CFA","Vente Terrain 150m2 - Sindia","",""
"1750591444-3149","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 372 m2 - Cité Djily mbaye","https://sn.coinafrique.com/annonce/terrains/terrains-372-m2-cite-djily-mbaye-3545128","372","200 000 000 CFA","Terrains 372 m2 - Cité Djily mbaye","",""
"1750591447-3150","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 150 m2 - Zac mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-zac-mbao-3545190","","15 000 000 CFA","Terrain 150 m2 - Zac mbao","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-pikine-2511951"
"1750591449-3151","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 150 m2 - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-diamniadio-3545637","150 m2","12 000 000 CFA","Terrain 150 m2 - Diamniadio","favorite_border 
      
    
            
              
              
            
            
              
               11 
               mois","https://sn.coinafrique.com/annonce/terrains/terrai-150-m-a-diamniadio-4855750"
"1750591452-3152","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 300 m2 - Rufisque Cité Enseignant","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-rufisque-cite-enseignant-3546157","300 m2","35 000 000 CFA","Terrain 300 m2 - Rufisque Cité Enseignant","",""
"1750591454-3153","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 206ha  - Bambilor","https://sn.coinafrique.com/annonce/terrains/vente-terrains-206ha-bambilor-3504958","1500000 m2","23 000 CFA","Vente terrains 206ha  - Bambilor","",""
"1750591457-3154","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 150 m2 - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-lac-rose-3546292","150 m2","Prix sur demande","Terrains 150 m2 - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-lac-rose-4571610"
"1750591461-3155","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 300 m2 - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-ndiass-3546708","300","2 000 000 CFA","Terrains 300 m2 - Ndiass","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-300m-bentegne-4093162"
"1750591464-3156","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 150 m2 - Ouest Foire Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-ouest-foire-yoff-3547114","153","55 000 000 CFA","Terrains 150 m2 - Ouest Foire Yoff","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150-200-m2-ouest-foire-yoff-2470326"
"1750591467-3157","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/terrain-ouest-foire-3547561","150 m2","45 000 000 CFA","Terrain - Ouest Foire","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ouest-foire-4231484"
"1750591469-3158","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 1403 m2 - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/terrains/terrains-1403-m2-cite-keur-gorgui-3547653","586","35 000 000 CFA","Terrains 1403 m2 - Cité Keur Gorgui","",""
"1750591472-3159","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 403 m2  - Sacré-Coeur","https://sn.coinafrique.com/annonce/terrains/vente-terrains-403-m2-sacre-coeur-3548105","403","350 000 000 CFA","Vente terrains 403 m2  - Sacré-Coeur","",""
"1750591474-3160","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 190 m2  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrains-190-m2-keur-massar-3548251","190","20 000 000 CFA","Vente terrains 190 m2  - Keur Massar","",""
"1750591477-3161","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 200 m2 -  Guediawaye","https://sn.coinafrique.com/annonce/terrains/vente-terrains-200-m2-guediawaye-3548537","200 m2","373 840 CFA","Vente terrains 200 m2 -  Guediawaye","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-200-m2-guediawaye-3579424"
"1750591479-3162","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 150 m2 - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-lac-rose-3548699","150 m2","Prix sur demande","Terrain 150 m2 - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-lac-rose-4571610"
"1750591481-3163","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 300 m2  - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-mbour-3510527","300","15 000 000 CFA","Vente terrains 300 m2  - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/vente-villa-inachevee-saly-4712697"
"1750591484-3164","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 150 m2  - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-rufisque-3548800","150","Prix sur demande","Vente terrains 150 m2  - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               6 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-tivaouane-peulh-5104456"
"1750591487-3165","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 1.5 ha - Pointe Sarène","https://sn.coinafrique.com/annonce/terrains/terrain-15-ha-pointe-sarene-3548895","15000 m2","30 000 000 CFA","Terrain 1.5 ha - Pointe Sarène","",""
"1750591490-3166","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 22 hectares - Ndayane","https://sn.coinafrique.com/annonce/terrains/terrain-22-hectares-ndayane-3550050","220000 m2","17 000 CFA","Terrain 22 hectares - Ndayane","",""
"1750591492-3167","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3550443","150 m2","15 000 000 CFA","Terrain - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               4 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-tf-global-a-diamniadio-5338670"
"1750591495-3168","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 150m²  - Keur Ndiaye lo","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-ndiaye-lo-3529651","150","10 000 000 CFA","Vente terrains 150m²  - Keur Ndiaye lo","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-ndiaye-lo-4742141"
"1750591497-3169","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 400 m2 - Saly Daarou Salam","https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-saly-daarou-salam-3550764","400","28 000 000 CFA","Terrain 400 m2 - Saly Daarou Salam","",""
"1750591500-3170","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain 400 m2  - Mbour Daarou Salam","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400-m2-mbour-daarou-salam-3550791","400","56 000 000 CFA","Vente terrain 400 m2  - Mbour Daarou Salam","",""
"1750591502-3171","https://sn.coinafrique.com/categorie/terrains?page=82","Vente villa à démolir 294 m² - Fann Hock","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-294-m-fann-hock-3550910","5","294 000 000 CFA","Vente villa à démolir 294 m² - Fann Hock","",""
